,user_id,created_at,tweet,hashtags,retweet_count,favourite_count
0,b'jmez1010',2020-09-29 06:53:52,"b""RT @Jasleen_Kaur11: \xf0\x9f\xa4\xa3\xf0\x9f\x98\x82Now Coming this is a next plan Pakistan  puppet pannun team's. #Kashmir_With_India #ShameOnSFJ #ShameOnPannun #Khalis\xe2\x80\xa6""","[{'text': 'Kashmir_With_India', 'indices': [85, 104]}, {'text': 'ShameOnSFJ', 'indices': [105, 116]}, {'text': 'ShameOnPannun', 'indices': [117, 131]}]",5,0
1,b'jmez1010',2020-09-29 06:51:23,"b""RT @DarrenVirk: #Pakistan around partition as we've never seen it before. Photographs coloured by Ehsan Rehan\nFirst photograph is #Gurdwara\xe2\x80\xa6""","[{'text': 'Pakistan', 'indices': [16, 25]}, {'text': 'Gurdwara', 'indices': [130, 139]}]",10,0
2,b'jmez1010',2020-09-29 06:48:21,"b'RT @Harbaks21769227: #Pannun has no shame left. \xf0\x9f\x98\x92 Well, nobody is afraid of you by now whether you print #Khalistan pamphlets or write rubb\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [105, 115]}]",13,0
3,b'jmez1010',2020-09-29 06:39:49,"b""RT @Jasleen_Kaur11: Pannun, a Pakistani puppet who works for Pakistan, see this, Indian Sikh's answer to the Referendum2020  for you.#Shame\xe2\x80\xa6""",[],29,0
4,b'jmez1010',2020-09-29 06:38:54,"b'RT @Preetka57645405: There is no #Khalistan, there is only #Khai (Garbage). Dear Sikhs, the quicker you realise Pannun\xe2\x80\x99s tricks, it will be\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [33, 43]}, {'text': 'Khai', 'indices': [59, 64]}]",19,0
5,b'jmez1010',2020-09-29 06:33:42,"b""RT @kaurmahi829: #Pannun is not listening to #RealSikhs. He is in his own (imaginary) world and doesn't care about the #SikhCommunity. He i\xe2\x80\xa6""","[{'text': 'Pannun', 'indices': [17, 24]}, {'text': 'RealSikhs', 'indices': [45, 55]}, {'text': 'SikhCommunity', 'indices': [119, 133]}]",33,0
6,b'saysSubodh',2020-09-29 05:59:49,b'@TanvirSandhu16 @prakasht291 @rana134788 @surxrjzs @nc_noor @kkr_kp @reachmnc @86_nids @KRSAHIL @pahadan_ @yash19l\xe2\x80\xa6 https://t.co/FLJLDcOC5g',[],0,0
7,b'RudreshScharma',2020-09-29 05:34:22,"b""RT @Jas_preet1984: Sikhs For Justice has been misleading the Sikh Community in the name of #Khalistan with the support of Pakistan. It's an\xe2\x80\xa6""","[{'text': 'Khalistan', 'indices': [91, 101]}]",5,0
8,b'HBSJD',2020-09-29 05:30:15,b'RT @Charan_Jeet00: Gherao @capt_amarinder \n30 sept is the #TruckRally day\n#Modi \n\nSolution To #Farmersbill2020 Is #SFJ #Khalistan\n#Register\xe2\x80\xa6',"[{'text': 'TruckRally', 'indices': [58, 69]}, {'text': 'Modi', 'indices': [74, 79]}, {'text': 'Farmersbill2020', 'indices': [94, 110]}, {'text': 'SFJ', 'indices': [114, 118]}, {'text': 'Khalistan', 'indices': [119, 129]}]",1,0
9,b'KaranpreetDhil3',2020-09-29 05:22:34,"b""RT @Jas_preet1984: Sikhs For Justice has been misleading the Sikh Community in the name of #Khalistan with the support of Pakistan. It's an\xe2\x80\xa6""","[{'text': 'Khalistan', 'indices': [91, 101]}]",5,0
10,b'Main_Amitabh',2020-09-29 05:18:52,"b'There are some pigs in #India, no no not the regular pigs who demand loha sharia, but those pigs who demand\xe2\x80\xa6 https://t.co/NsIC2FqQr4'","[{'text': 'India', 'indices': [23, 29]}]",0,0
11,b'Charan_Jeet00',2020-09-29 04:24:14,b'Gherao @capt_amarinder \n30 sept is the #TruckRally day\n#Modi \n\nSolution To #Farmersbill2020 Is #SFJ #Khalistan\xe2\x80\xa6 https://t.co/9AZjS7h3TL',"[{'text': 'TruckRally', 'indices': [39, 50]}, {'text': 'Modi', 'indices': [55, 60]}, {'text': 'Farmersbill2020', 'indices': [75, 91]}, {'text': 'SFJ', 'indices': [95, 99]}, {'text': 'Khalistan', 'indices': [100, 110]}]",1,0
12,b'Jashan31989962',2020-09-29 04:02:41,"b""RT @kaurmahi829: #Pannun is not listening to #RealSikhs. He is in his own (imaginary) world and doesn't care about the #SikhCommunity. He i\xe2\x80\xa6""","[{'text': 'Pannun', 'indices': [17, 24]}, {'text': 'RealSikhs', 'indices': [45, 55]}, {'text': 'SikhCommunity', 'indices': [119, 133]}]",33,0
13,b'PoonamJoshi_',2020-09-29 03:00:25,"b'If an MP barrs a journalist from viewing their tweets It just means an MP is scared , of being held accountable, of\xe2\x80\xa6 https://t.co/x9lopbzfdq'",[],0,0
14,b'papasharma00',2020-09-29 02:09:41,"b'RT @Amarjot42854873: What would you call this video after watching it? A tight Slap or a dose of humiliation for #SFJ, the #KhalistaniSepar\xe2\x80\xa6'","[{'text': 'SFJ', 'indices': [113, 117]}]",23,0
15,b'papasharma00',2020-09-29 02:08:30,"b'RT @ChiragdeepDahi1: Fight for #Khalistan will result in mainly two things, carnage of innocent people and resurgence of hatred in the soci\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [31, 41]}]",33,0
16,b'gaurav9796',2020-09-29 01:29:43,"b""Namaste, I invite you to watch my latest video - #Terry Milewski Report Exposes #Pakistan's Role in #Khalistan Move\xe2\x80\xa6 https://t.co/cChFJUTzGW""","[{'text': 'Terry', 'indices': [49, 55]}, {'text': 'Pakistan', 'indices': [80, 89]}, {'text': 'Khalistan', 'indices': [100, 110]}]",0,0
17,b'Prabhjyot_Madan',2020-09-28 21:41:34,"b""RT @Jas_preet1984: Sikhs For Justice has been misleading the Sikh Community in the name of #Khalistan with the support of Pakistan. It's an\xe2\x80\xa6""","[{'text': 'Khalistan', 'indices': [91, 101]}]",5,0
18,b'majid_jan',2020-09-28 21:32:21,b'RT @Charan_Jeet00: Farmers can register their vote on october and maximum they can register 25 votes and get 5000 grant money from SFJ and\xe2\x80\xa6',[],2,0
19,b'AnupSin70545478',2020-09-28 19:46:46,"b'RT @Gsimran07: Just like all other failed agendas of #Pannun, this #door to door campaign is going to be a super failure too. #NahiChahidaK\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [53, 60]}, {'text': 'door', 'indices': [67, 72]}]",9,0
20,b'P45137',2020-09-28 18:54:40,b'RT @Rizwansaib2: @Mimranmadina @adgpi @SikhPA There is no way left for #Modi except that he may freed Kashmir and vacant space in the way o\xe2\x80\xa6',"[{'text': 'Modi', 'indices': [71, 76]}]",3,0
21,b'A2Khizar',2020-09-28 18:49:28,b'RT @Rizwansaib2: @Mimranmadina @adgpi @SikhPA There is no way left for #Modi except that he may freed Kashmir and vacant space in the way o\xe2\x80\xa6',"[{'text': 'Modi', 'indices': [71, 76]}]",3,0
22,b'Suneel_IND',2020-09-28 18:14:31,"b""RT @DarrenVirk: #Pakistan around partition as we've never seen it before. Photographs coloured by Ehsan Rehan\nFirst photograph is #Gurdwara\xe2\x80\xa6""","[{'text': 'Pakistan', 'indices': [16, 25]}, {'text': 'Gurdwara', 'indices': [130, 139]}]",10,0
23,b'ChiragdeepDahi1',2020-09-28 18:01:57,"b'RT @ChiragdeepDahi1: Fight for #Khalistan will result in mainly two things, carnage of innocent people and resurgence of hatred in the soci\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [31, 41]}]",33,0
24,b'DayTraderBT',2020-09-28 17:52:17,"b'RT @Jasleen_Kaur11: Mr.Pannun, This is what a Real Indian #Sikh wants. We Sikhs are an inseparable part of #India, and we are proud to be a\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [58, 63]}, {'text': 'India', 'indices': [107, 113]}]",15,0
25,b'Purneawala3',2020-09-28 17:43:28,"b'RT @Jasleen_Kaur11: Mr.Pannun, This is what a Real Indian #Sikh wants. We Sikhs are an inseparable part of #India, and we are proud to be a\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [58, 63]}, {'text': 'India', 'indices': [107, 113]}]",15,0
26,b'KAbdulmouty',2020-09-28 17:41:09,"b'RT @Jas_preet1984: Canadian think-tank that recently published  report, which argued that the #Khalistan separatist movement is a project o\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [94, 104]}]",2,0
27,b'KAbdulmouty',2020-09-28 17:38:30,b'RT @Jasmeet09660105: Exclusive #Breaking News for all #KhalistaniSupporters!! This video shows that #Khalistan is not at all a subject for\xe2\x80\xa6',"[{'text': 'Breaking', 'indices': [31, 40]}, {'text': 'KhalistaniSupporters', 'indices': [54, 75]}, {'text': 'Khalistan', 'indices': [100, 110]}]",21,0
28,b'Mirakaurr',2020-09-28 17:35:29,b'The only solution to #farmersbill2020 is #khalistan #sfj \n#modi #Register2Vote2020 \n@capt_amarinder @sidhant\xe2\x80\xa6 https://t.co/OVcqR8AgqC',"[{'text': 'farmersbill2020', 'indices': [21, 37]}, {'text': 'khalistan', 'indices': [41, 51]}, {'text': 'sfj', 'indices': [52, 56]}, {'text': 'modi', 'indices': [58, 63]}, {'text': 'Register2Vote2020', 'indices': [64, 82]}]",0,0
29,b'Mirakaurr',2020-09-28 17:31:53,b'CM @capt_amarinder \nGherao #Modi #TruckRally\n30th Sept \n\nSolution To #Farmersbill2020 Is #SFJ #Khalistan\xe2\x80\xa6 https://t.co/rQ4iRXzvD8',"[{'text': 'Modi', 'indices': [27, 32]}, {'text': 'TruckRally', 'indices': [33, 44]}, {'text': 'Farmersbill2020', 'indices': [69, 85]}, {'text': 'SFJ', 'indices': [89, 93]}, {'text': 'Khalistan', 'indices': [94, 104]}]",0,0
30,b'smeet7221',2020-09-28 17:30:00,"b'RT @Jasleen_Kaur11: Mr.Pannun, This is what a Real Indian #Sikh wants. We Sikhs are an inseparable part of #India, and we are proud to be a\xe2\x80\xa6'","[{'text': 'Sikh', 'indices': [58, 63]}, {'text': 'India', 'indices': [107, 113]}]",15,0
31,b'roop_kauur',2020-09-28 17:21:11,b'Please just stop this rally . CM \n@capt_amarinder\n \nGherao #Modi #TruckRally\n30th Sept \n\nOnly Solution To\xe2\x80\xa6 https://t.co/yhR5k0LpFI',"[{'text': 'Modi', 'indices': [59, 64]}, {'text': 'TruckRally', 'indices': [65, 76]}]",0,2
32,b'SaintOrSinner30',2020-09-28 17:17:57,"b'RT @Neera_26: #Punjab is in deep sh!t!\nThe CM @capt_amarinder is talking&amp; behaving like a goon,getting chakka jam/rail roko done in his own\xe2\x80\xa6'","[{'text': 'Punjab', 'indices': [14, 21]}]",3,0
33,b'diljit___',2020-09-28 17:13:27,b'@OpIndia_com Only solution for #Farmersbill2020 Is #SFJ #Khalistan on 30th September @capt_amarinder get ready for\xe2\x80\xa6 https://t.co/YLXpIvj3Mv',"[{'text': 'Farmersbill2020', 'indices': [31, 47]}, {'text': 'SFJ', 'indices': [51, 55]}, {'text': 'Khalistan', 'indices': [56, 66]}]",0,0
34,b'diljit___',2020-09-28 17:11:23,b'@OpIndia_com CM @capt_amarinder \nGherao #Modi #TruckRally\n30th Sept \n\nSolution To #Farmersbill2020 Is #SFJ\xe2\x80\xa6 https://t.co/3fpW6PDoVa',"[{'text': 'Modi', 'indices': [40, 45]}, {'text': 'TruckRally', 'indices': [46, 57]}, {'text': 'Farmersbill2020', 'indices': [82, 98]}, {'text': 'SFJ', 'indices': [102, 106]}]",0,0
35,b'aughadd',2020-09-28 17:03:49,"b""RT @SimranK60419840: Oops! What happened in this video is going to break every #Khalistanis' dream of so-called #Khalistan. \xf0\x9f\x98\x82 But everyone\xe2\x80\xa6""","[{'text': 'Khalistanis', 'indices': [79, 91]}, {'text': 'Khalistan', 'indices': [112, 122]}]",25,0
36,b'kaurr__Seeerat',2020-09-28 16:56:44,b'CM @capt_amarinder \nOnly Solution To #Farmersbill2020 Is #SFJ #Khalistan register your vote for Khalistan\xe2\x80\xa6 https://t.co/RVknjJXz9Y',"[{'text': 'Farmersbill2020', 'indices': [37, 53]}, {'text': 'SFJ', 'indices': [57, 61]}, {'text': 'Khalistan', 'indices': [62, 72]}]",0,0
37,b'kaurr__Seeerat',2020-09-28 16:54:58,b'#PunjabFarmers\nAnd Sikhs of Punjab are showing power against #Modi by protesting against his policies. \n We will ge\xe2\x80\xa6 https://t.co/EnWjwNXFA3',"[{'text': 'PunjabFarmers', 'indices': [0, 14]}, {'text': 'Modi', 'indices': [61, 66]}]",0,0
38,b'kaurr__Seeerat',2020-09-28 16:51:59,b'Get ready for #GheraoModi #TruckRally on \n30th Sept  \nThe Solution  #Farmersbill2020 and suffering of farmers is on\xe2\x80\xa6 https://t.co/UrIn4s7WWi',"[{'text': 'GheraoModi', 'indices': [14, 25]}, {'text': 'TruckRally', 'indices': [26, 37]}, {'text': 'Farmersbill2020', 'indices': [68, 84]}]",0,0
39,b'varahiamma',2020-09-28 16:45:27,b'RT @KaranpreetDhil3: SFJ gunda Gang has launched another application on Google Play Store which has only motive to spread #Hate among #Sikh\xe2\x80\xa6',"[{'text': 'Hate', 'indices': [122, 127]}]",10,0
40,b'KaramjotKaur15',2020-09-28 16:45:09,"b""RT @Jas_preet1984: Sikhs For Justice has been misleading the Sikh Community in the name of #Khalistan with the support of Pakistan. It's an\xe2\x80\xa6""","[{'text': 'Khalistan', 'indices': [91, 101]}]",5,0
41,b'Diljeet_Aroroa',2020-09-28 16:44:09,b'Get ready for Gherao #Modi #TruckRally on\n30th Sept.The Solution  #Farmersbill2020 and suffering of farmers is only\xe2\x80\xa6 https://t.co/vtldT9qYZ1',"[{'text': 'Modi', 'indices': [21, 26]}, {'text': 'TruckRally', 'indices': [27, 38]}, {'text': 'Farmersbill2020', 'indices': [66, 82]}]",0,0
42,b'Diljeet_Aroroa',2020-09-28 16:42:59,b'Get ready for Gherao #Modi #TruckRally on\n30th Sept.The Solution  #Farmersbill2020 and suffering of farmers is only\xe2\x80\xa6 https://t.co/RKtrdlQgIL',"[{'text': 'Modi', 'indices': [21, 26]}, {'text': 'TruckRally', 'indices': [27, 38]}, {'text': 'Farmersbill2020', 'indices': [66, 82]}]",0,0
43,b'MahiiKaurr',2020-09-28 16:42:38,b'CM @capt_amarinder \nGherao #Modi #TruckRally\n30th Sept \n\nSolution To #Farmersbill2020 Is #SFJ #Khalistan \nFarmers w\xe2\x80\xa6 https://t.co/AiC3obwLrl',"[{'text': 'Modi', 'indices': [27, 32]}, {'text': 'TruckRally', 'indices': [33, 44]}, {'text': 'Farmersbill2020', 'indices': [69, 85]}, {'text': 'SFJ', 'indices': [89, 93]}, {'text': 'Khalistan', 'indices': [94, 104]}]",0,0
44,b'simrankaur911',2020-09-28 16:35:32,"b""@simrankaur911's account has been withheld in India in response to a legal demand. Learn more.""",[],0,0
45,b'SafdarUmama',2020-09-28 16:35:30,b'RT @TopTrendsWatch: Just started trending in Pakistan.\n\n#RememberingDrNajeeb\n#khalistan\n#notifydecisionsofcommission\n#payandserviceprotecti\xe2\x80\xa6',"[{'text': 'RememberingDrNajeeb', 'indices': [56, 76]}, {'text': 'khalistan', 'indices': [77, 87]}, {'text': 'notifydecisionsofcommission', 'indices': [88, 116]}]",7,0
46,b'simrankaur911',2020-09-28 16:34:34,"b""@simrankaur911's account has been withheld in India in response to a legal demand. Learn more.""",[],0,1
47,b'GurjotS47284846',2020-09-28 16:28:46,"b'RT @Harbaks21769227: #Pannun has no shame left. \xf0\x9f\x98\x92 Well, nobody is afraid of you by now whether you print #Khalistan pamphlets or write rubb\xe2\x80\xa6'","[{'text': 'Pannun', 'indices': [21, 28]}, {'text': 'Khalistan', 'indices': [105, 115]}]",13,0
48,b'MahiiKaurr',2020-09-28 16:24:28,b'CM @capt_amarinder \nGherao #Modi #TruckRally\n30th Sept \n\nSolution To #Farmersbill2020 Is #SFJ #Khalistan\xe2\x80\xa6 https://t.co/Z8SYdLoKLl',"[{'text': 'Modi', 'indices': [27, 32]}, {'text': 'TruckRally', 'indices': [33, 44]}, {'text': 'Farmersbill2020', 'indices': [69, 85]}, {'text': 'SFJ', 'indices': [89, 93]}, {'text': 'Khalistan', 'indices': [94, 104]}]",0,0
49,b'GurjotS47284846',2020-09-28 16:23:48,"b'RT @ChiragdeepDahi1: #ShameOnKhalistaniSupporters, whoever has done this has no right to stay in our Punjab. They are requested to leave ou\xe2\x80\xa6'","[{'text': 'ShameOnKhalistaniSupporters', 'indices': [21, 49]}]",38,0
50,b'GurjotS47284846',2020-09-28 16:23:33,"b""RT @KaurVeera120596: Pannun &amp; minions, don't try so hard because you won't get it, neither the votes nor that so-called #Khalistan. Your bo\xe2\x80\xa6""","[{'text': 'Khalistan', 'indices': [124, 134]}]",29,0
51,b'Mishkat62892190',2020-09-28 16:17:40,b'RT @TopTrendsWatch: Just started trending in Pakistan.\n\n#RememberingDrNajeeb\n#khalistan\n#notifydecisionsofcommission\n#payandserviceprotecti\xe2\x80\xa6',"[{'text': 'RememberingDrNajeeb', 'indices': [56, 76]}, {'text': 'khalistan', 'indices': [77, 87]}, {'text': 'notifydecisionsofcommission', 'indices': [88, 116]}]",7,0
52,b'JP__088',2020-09-28 16:15:50,"b'RT @Preetka57645405: There is no #Khalistan, there is only #Khai (Garbage). Dear Sikhs, the quicker you realise Pannun\xe2\x80\x99s tricks, it will be\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [33, 43]}, {'text': 'Khai', 'indices': [59, 64]}]",19,0
53,b'mahebhagat',2020-09-28 16:13:29,"b'RT @ChiragdeepDahi1: Fight for #Khalistan will result in mainly two things, carnage of innocent people and resurgence of hatred in the soci\xe2\x80\xa6'","[{'text': 'Khalistan', 'indices': [31, 41]}]",33,0
54,b'harpareet_singh',2020-09-28 16:13:01,b'CM @capt_amarinder \nGherao #Modi #TruckRally\n30th Sept \n\nTruck drivers! We urge you\n\nWe understand that the only fe\xe2\x80\xa6 https://t.co/x3oZsYOOjj',"[{'text': 'Modi', 'indices': [27, 32]}, {'text': 'TruckRally', 'indices': [33, 44]}]",0,0
55,b'Diljeet_Aroroa',2020-09-28 16:08:33,b'CM @capt_amarinder \nOnly Solution To #Farmersbill2020 Is #SFJ #Khalistan\n#Register2Vote2020\xe2\x80\xa6 https://t.co/WTz66OmLXd',"[{'text': 'Farmersbill2020', 'indices': [37, 53]}, {'text': 'SFJ', 'indices': [57, 61]}, {'text': 'Khalistan', 'indices': [62, 72]}, {'text': 'Register2Vote2020', 'indices': [73, 91]}]",0,0
56,b'harpareet_singh',2020-09-28 16:06:58,b'CM @capt_amarinder \nGherao #Modi #TruckRally\n30th Sept \n\nAll truck drives urged to reach Delhi!\n\nThe only visible s\xe2\x80\xa6 https://t.co/ZUXQFR4FNB',"[{'text': 'Modi', 'indices': [27, 32]}, {'text': 'TruckRally', 'indices': [33, 44]}]",0,0
57,b'NaeemFa23458788',2020-09-28 16:05:34,b'RT @TopTrendsWatch: Just started trending in Pakistan.\n\n#RememberingDrNajeeb\n#khalistan\n#notifydecisionsofcommission\n#payandserviceprotecti\xe2\x80\xa6',"[{'text': 'RememberingDrNajeeb', 'indices': [56, 76]}, {'text': 'khalistan', 'indices': [77, 87]}, {'text': 'notifydecisionsofcommission', 'indices': [88, 116]}]",7,0
58,b'HoneyKashaf',2020-09-28 15:56:14,b'RT @Charan_Jeet00: Have to stop #Modi from targeting Lands of #PunjabFarmers\n\nOnly Solution Is #Khalistan \n#Register2Vote2020 @aarishc @s_a\xe2\x80\xa6',"[{'text': 'Modi', 'indices': [32, 37]}, {'text': 'PunjabFarmers', 'indices': [62, 76]}, {'text': 'Khalistan', 'indices': [95, 105]}, {'text': 'Register2Vote2020', 'indices': [107, 125]}]",1,0
